orig_clean_acc,org_adv_acc,transfer_acc_on_clean,transfer_acc_on_adv,ori_wrong,adv_to_ori,adv_to_adv,ori_to_adv,ori_to_ori,restore_acc_on_adv,Total_Accuracy,f1_score,Count_new,FGWS_F1
1.0,0.0,0.997,0.167,0.0,0.167,0.833,0.0,0.0,0.167,58.199999999999996,0.286203941730934,1000,0.28547008547008546
