orig_clean_acc,org_adv_acc,transfer_acc_on_clean,transfer_acc_on_adv,ori_wrong,adv_to_ori,adv_to_adv,ori_to_adv,ori_to_ori,restore_acc_on_adv,Total_Accuracy,f1_score,Count_new,FGWS_F1
1.0,0.0,0.991,0.757,0.0,0.757,0.243,0.0,0.0,0.757,87.4,0.8662131519274376,1000,0.8573046432616082
