orig_clean_acc,org_adv_acc,transfer_acc_on_clean,transfer_acc_on_adv,ori_wrong,adv_to_ori,adv_to_adv,ori_to_adv,ori_to_ori,restore_acc_on_adv,Total_Accuracy,f1_score,Count_new,FGWS_F1
1.0,0.0,0.986,0.827,0.0,0.827,0.173,0.0,0.0,0.827,90.64999999999999,0.9053092501368364,1000,0.8984247691472026
